Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
UMNO,ZAHIDI BIN ZAINUL ABIDIN,15032,DATUK ZAHIDI BIN ZAINUL ABIDIN,1438,2018-GE,2018,GE,PL,P1,PADANG BESAR,46095,87,9,1,4,0,0,0,2466,10,0,0,0
BERSATU,IZIZAM BIN IBRAHIM,13594,IZIZAM BIN IBRAHIM,0,2018-GE,2018,GE,PL,P1,PADANG BESAR,46095,87,9,1,4,0,0,0,2466,10,0,0,0
PAS,MOKHTAR BIN SENIK,7874,USTAZ MOKHTAR SENIK,0,2018-GE,2018,GE,PL,P1,PADANG BESAR,46095,87,9,1,4,0,0,0,2466,10,0,0,0
UMNO,ZAHIDI BIN ZAINUL ABIDIN,21473,0,7426,2013-GE,2013,GE,PL,P1,PADANG BESAR,41974,86,9,1,4,0,0,0,0,0,531,36051,0
PAS,AZAMHARI BIN MOHAMOOD,14047,0,0,2013-GE,2013,GE,PL,P1,PADANG BESAR,41974,86,9,1,4,0,0,0,0,0,531,36051,0
UMNO,DATUK SERI MOHD AZMI KHALID,16991,0,5348,2008-GE,2008,GE,PL,P1,PADANG BESAR,36613,84,12,1,4,0,0,0,0,0,674,29310,2
PAS,ZOLKHARNAIN ABIDIN,11643,0,0,2008-GE,2008,GE,PL,P1,PADANG BESAR,36613,84,12,1,4,0,0,0,0,0,674,29310,2
UMNO,DATUK SERI AZMI KHALID,18322,0,9264,2004-GE,2004,GE,PL,P1,PADANG BESAR,33899,84,11,1,3,0,0,0,0,0,672,28453,400
PAS,WAN KHARIZAL WAN KHAZIM,9058,0,0,2004-GE,2004,GE,PL,P1,PADANG BESAR,33899,84,11,1,3,0,0,0,0,0,672,28453,400
PKR,NOOR AMIN BIN AHMAD,20909,AMIN AHMAD,5603,2018-GE,2018,GE,PL,P2,KANGAR,55938,82,15,2,1,0,0,0,1166,11,0,0,0
UMNO,RAMLI BIN SHARIFF,15306,RAMLI SHARIFF,0,2018-GE,2018,GE,PL,P2,KANGAR,55938,82,15,2,1,0,0,0,1166,11,0,0,0
PAS,MOHAMAD ZAHID BIN IBRAHIM,8465,USTAZ ZAHID IBRAHIM,0,2018-GE,2018,GE,PL,P2,KANGAR,55938,82,15,2,1,0,0,0,1166,11,0,0,0
UMNO,SHAHARUDDIN BIN ISMAIL,23343,0,4037,2013-GE,2013,GE,PL,P2,KANGAR,51207,81,16,2,2,0,0,0,0,0,667,43309,0
PAS,BAHARUDDIN BIN AHMAD,19306,0,0,2013-GE,2013,GE,PL,P2,KANGAR,51207,81,16,2,2,0,0,0,0,0,667,43309,0
UMNO,DATUK SERI RADZI SHEIKH AHMAD,23821,0,13671,2008-GE,2008,GE,PL,P2,KANGAR,43591,79,18,2,1,0,0,0,0,0,808,34946,167
PKR,TUNKU ABDUL RAHMAN TUNKU ISMAIL,10150,0,0,2008-GE,2008,GE,PL,P2,KANGAR,43591,79,18,2,1,0,0,0,0,0,808,34946,167
UMNO,DATUK RADZI SHEIKH AHMAD,22498,0,12548,2004-GE,2004,GE,PL,P2,KANGAR,40516,79,18,2,1,0,0,0,0,0,548,32996,99
PAS,ISHAR SAAD,9950,0,0,2004-GE,2004,GE,PL,P2,KANGAR,40516,79,18,2,1,0,0,0,0,0,548,32996,99
UMNO,SHAHIDAN BIN KASSIM,16547,SHAHIDAN BIN KASSIM,4856,2018-GE,2018,GE,PL,P3,ARAU,48187,88,8,2,3,0,0,0,488,4,0,0,0
BERSATU,ABD RAHMAN BIN DAUD,11691,DATO' DR HAJI ABD RAHMAN BIN DAUD,0,2018-GE,2018,GE,PL,P3,ARAU,48187,88,8,2,3,0,0,0,488,4,0,0,0
PAS,HASHIM BIN HJ JASIN,11362,USTAZ HASHIM JASIN,0,2018-GE,2018,GE,PL,P3,ARAU,48187,88,8,2,3,0,0,0,488,4,0,0,0
UMNO,SHAHIDAN BIN KASSIM,19376,0,1371,2013-GE,2013,GE,PL,P3,ARAU,43876,88,8,2,3,0,0,0,0,0,525,38312,0
PAS,HARON BIN DIN,18005,0,0,2013-GE,2013,GE,PL,P3,ARAU,43876,88,8,2,3,0,0,0,0,0,525,38312,0
IND,ZAINUDIN BIN YOM,406,0,0,2013-GE,2013,GE,PL,P3,ARAU,43876,88,8,2,3,0,0,0,0,0,525,38312,0
UMNO,DATUK ISMAIL KASSIM,16451,0,300,2008-GE,2008,GE,PL,P3,ARAU,39877,87,9,2,3,0,0,0,0,0,586,33276,88
PAS,DATUK DRHARON DIN,16151,0,0,2008-GE,2008,GE,PL,P3,ARAU,39877,87,9,2,3,0,0,0,0,0,586,33276,88
UMNO,DATUK SERI SYED RAZLAN SYED PUTRA JAMALULLAIL,17367,0,3243,2004-GE,2004,GE,PL,P3,ARAU,38067,87,9,2,2,0,0,0,0,0,533,32062,38
PAS,DATUK DR HARON DIN,14124,0,0,2004-GE,2004,GE,PL,P3,ARAU,38067,87,9,2,2,0,0,0,0,0,533,32062,38
BERSATU,MAHATHIR BIN MOHAMAD,18954,DR MAHATHIR BIN MOHAMAD,8893,2018-GE,2018,GE,KD,P4,LANGKAWI,42697,91,7,2,1,0,0,0,1588,3,0,0,0
UMNO,NAWAWI BIN AHMAD,10061,DATO' IR NAWAWI BIN AHMAD,0,2018-GE,2018,GE,KD,P4,LANGKAWI,42697,91,7,2,1,0,0,0,1588,3,0,0,0
PAS,ZUBIR BIN AHMAD,5512,ZUBIR BIN AHMAD,0,2018-GE,2018,GE,KD,P4,LANGKAWI,42697,91,7,2,1,0,0,0,1588,3,0,0,0
UMNO,NAWAWI BIN AHMAD,21407,0,11861,2013-GE,2013,GE,KD,P4,LANGKAWI,37536,91,6,2,1,0,0,0,0,0,744,31877,0
PKR,AHMAD BIN ABDULLAH,9546,0,0,2013-GE,2013,GE,KD,P4,LANGKAWI,37536,91,6,2,1,0,0,0,0,0,744,31877,0
IND,MARINA BINTI HUSSEIN,180,0,0,2013-GE,2013,GE,KD,P4,LANGKAWI,37536,91,6,2,1,0,0,0,0,0,744,31877,0
UMNO,DATO PADUKA ABU BAKAR TAIB,13762,0,4970,2008-GE,2008,GE,KD,P4,LANGKAWI,29567,91,7,2,0,0,0,0,0,0,670,23273,49
PKR,WAN SALLEH WAN ISA,8792,0,0,2008-GE,2008,GE,KD,P4,LANGKAWI,29567,91,7,2,0,0,0,0,0,0,670,23273,49
UMNO,DATUK ABU BAKAR TAIB,16510,0,10772,2004-GE,2004,GE,KD,P4,LANGKAWI,27980,90,7,3,0,0,0,0,0,0,560,22844,36
PAS,ZUBIR AHMAD,5738,0,0,2004-GE,2004,GE,KD,P4,LANGKAWI,27980,90,7,3,0,0,0,0,0,0,560,22844,36
BERSATU,MUKHRIZ MAHATHIR,18695,MUKHRIZ MAHATHIR,5866,2018-GE,2018,GE,KD,P5,JERLUN,54132,91,7,0,2,0,0,0,55,4,0,0,0
PAS,ABD GHANI BIN AHMAD,12829,ABD GHANI BIN AHMAD,0,2018-GE,2018,GE,KD,P5,JERLUN,54132,91,7,0,2,0,0,0,55,4,0,0,0
UMNO,OTHMAN BIN AZIZ,12413,OTHMAN BIN AZIZ,0,2018-GE,2018,GE,KD,P5,JERLUN,54132,91,7,0,2,0,0,0,55,4,0,0,0
UMNO,OTHMAN BIN AZIZ,24161,0,3270,2013-GE,2013,GE,KD,P5,JERLUN,52383,91,8,0,2,0,0,0,0,0,730,45782,0
PAS,ISMAIL BIN SALLEH,20891,0,0,2013-GE,2013,GE,KD,P5,JERLUN,52383,91,8,0,2,0,0,0,0,0,730,45782,0
UMNO,DATO MUKHRIZ MAHATHIR,19424,0,2205,2008-GE,2008,GE,KD,P5,JERLUN,45513,90,8,0,2,0,0,0,0,0,599,37242,0
PAS,IDRIS AHMAD,17219,0,0,2008-GE,2008,GE,KD,P5,JERLUN,45513,90,8,0,2,0,0,0,0,0,599,37242,0
UMNO,DATUK ABDUL RAHMAN ARIFFIN,19123,0,2142,2004-GE,2004,GE,KD,P5,JERLUN,44148,90,9,0,1,0,0,0,0,0,718,36822,0
PAS,IDRIS AHMAD,16981,0,0,2004-GE,2004,GE,KD,P5,JERLUN,44148,90,9,0,1,0,0,0,0,0,718,36822,0
BERSATU,AMIRUDDIN BIN HAMZAH,29984,DATO' AMIRUDDIN HAMZAH,13009,2018-GE,2018,GE,KD,P6,KUBANG PASU,73881,87,9,4,2,0,0,0,2650,18,0,0,0
UMNO,MOHD JOHARI BIN BAHARUM,16975,DATO' SRI MOHD JOHARI BIN BAHARUM,0,2018-GE,2018,GE,KD,P6,KUBANG PASU,73881,87,9,4,2,0,0,0,2650,18,0,0,0
PAS,NORHAFIZA BINTI FADZIL,13375,NORHAFIZA BINTI FADZIL,0,2018-GE,2018,GE,KD,P6,KUBANG PASU,73881,87,9,4,2,0,0,0,2650,18,0,0,0
UMNO,MOHD JOHARI BIN BAHARUM,33334,0,10444,2013-GE,2013,GE,KD,P6,KUBANG PASU,65550,86,9,4,1,0,0,0,0,0,834,57058,0
PAS,MOHD JAMAL BIN NASIR,22890,0,0,2013-GE,2013,GE,KD,P6,KUBANG PASU,65550,86,9,4,1,0,0,0,0,0,834,57058,0
UMNO,DATUK MOHD JOHARI BAHARUM,24179,0,7060,2008-GE,2008,GE,KD,P6,KUBANG PASU,53323,96,3,1,0,0,0,0,0,0,928,42226,0
PAS,DR ISA ISMAIL,17119,0,0,2008-GE,2008,GE,KD,P6,KUBANG PASU,53323,96,3,1,0,0,0,0,0,0,928,42226,0
UMNO,DATUK MOHD JOHARI BAHAROM,26657,0,13712,2004-GE,2004,GE,KD,P6,KUBANG PASU,49594,84,10,4,1,0,0,0,0,0,919,40602,81
PAS,DR ABDUL ISA ISMAIL,12945,0,0,2004-GE,2004,GE,KD,P6,KUBANG PASU,49594,84,10,4,1,0,0,0,0,0,919,40602,81
UMNO,MAHDZIR BIN KHALID,16384,DATO' SERI MAHDZIR KHALID,1099,2018-GE,2018,GE,KD,P7,PADANG TERAP,46644,92,1,0,6,0,0,0,248,5,0,0,0
PAS,MOHAMAD AZAM BIN ABD MAJID @ ABD AZIZ,15285,USTAZ AZAM BIN AZIZ,0,2018-GE,2018,GE,KD,P7,PADANG TERAP,46644,92,1,0,6,0,0,0,248,5,0,0,0
AMANAH,MOHD KHAIRIZAL BIN KHAZALI,7254,KHAIRIZAL KHAZALI,0,2018-GE,2018,GE,KD,P7,PADANG TERAP,46644,92,1,0,6,0,0,0,248,5,0,0,0
UMNO,MAHDZIR BIN KHALID,20654,0,4442,2013-GE,2013,GE,KD,P7,PADANG TERAP,41960,92,1,0,6,0,0,0,0,0,691,37800,0
PAS,MOHD NASIR BIN ZAKARIA,16212,0,0,2013-GE,2013,GE,KD,P7,PADANG TERAP,41960,92,1,0,6,0,0,0,0,0,691,37800,0
IND,MUHAMAD BAZLI BIN ABDULLAH,243,0,0,2013-GE,2013,GE,KD,P7,PADANG TERAP,41960,92,1,0,6,0,0,0,0,0,691,37800,0
PAS,MOHD NASIR ZAKARIA,15003,0,369,2008-GE,2008,GE,KD,P7,PADANG TERAP,35403,93,1,0,6,0,0,0,0,0,770,30445,38
UMNO,DATUK PADUKA GHAZALI IBRAHIM,14634,0,0,2008-GE,2008,GE,KD,P7,PADANG TERAP,35403,93,1,0,6,0,0,0,0,0,770,30445,38
UMNO,DATUK GHAZALI IBRAHIM,14776,0,2172,2004-GE,2004,GE,KD,P7,PADANG TERAP,32412,92,2,1,6,0,0,0,0,0,693,28094,21
PAS,ZAWAWI HAJI AHMAD,12604,0,0,2004-GE,2004,GE,KD,P7,PADANG TERAP,32412,92,2,1,6,0,0,0,0,0,693,28094,21
AMANAH,MAHFUZ BIN OMAR,28959,DATO' HJ MAHFUZ OMAR,5558,2018-GE,2018,GE,KD,P8,POKOK SENA,86892,82,16,2,1,0,0,0,3283,21,0,0,0
PAS,MUHAMAD RADHI BIN MAT DIN,23401,RADHI MAT DIN,0,2018-GE,2018,GE,KD,P8,POKOK SENA,86892,82,16,2,1,0,0,0,3283,21,0,0,0
UMNO,SAID ALI BIN SAID RASTAN,18390,DATO' SAID ALI BIN SYED RASTAN,0,2018-GE,2018,GE,KD,P8,POKOK SENA,86892,82,16,2,1,0,0,0,3283,21,0,0,0
PAS,DATO' MAHFUZ BIN OMAR,36198,0,3935,2013-GE,2013,GE,KD,P8,POKOK SENA,80714,80,18,2,1,0,0,0,0,0,848,69309,0
UMNO,SHAHLAN BIN ISMAIL,32263,0,0,2013-GE,2013,GE,KD,P8,POKOK SENA,80714,80,18,2,1,0,0,0,0,0,848,69309,0
PAS,MAHFUZ OMAR,29687,0,5731,2008-GE,2008,GE,KD,P8,POKOK SENA,69631,79,18,2,1,0,0,0,0,0,1039,55318,636
UMNO,DATUK PADUKA ABDUL RAHMAN IBRAHIM,23956,0,0,2008-GE,2008,GE,KD,P8,POKOK SENA,69631,79,18,2,1,0,0,0,0,0,1039,55318,636
UMNO,DATUK ABDUL RAHMAN IBRAHIM,29740,0,7300,2004-GE,2004,GE,KD,P8,POKOK SENA,66072,78,19,3,1,0,0,0,0,0,855,53035,0
PAS,MAHFUZ OMAR,22440,0,0,2004-GE,2004,GE,KD,P8,POKOK SENA,66072,78,19,3,1,0,0,0,0,0,855,53035,0
PKR,CHAN MING KAI,32475,CHAN MING KAI,15200,2018-GE,2018,GE,KD,P9,ALOR SETAR,80272,64,32,4,0,0,0,0,696,26,0,0,0
PAS,MUHAMMAD AMINUR SHAFIQ BIN MOHAMAD ABDUH,17275,AMINUR SHAFIQ,0,2018-GE,2018,GE,KD,P9,ALOR SETAR,80272,64,32,4,0,0,0,0,696,26,0,0,0
MCA,YOO WEI HOW,14181,YOO WEI HOW,0,2018-GE,2018,GE,KD,P9,ALOR SETAR,80272,64,32,4,0,0,0,0,696,26,0,0,0
PKR,GOOI HSIAO - LEUNG,27364,0,1873,2013-GE,2013,GE,KD,P9,ALOR SETAR,69009,61,34,5,1,0,0,0,0,0,1070,57712,0
MCA,CHOR CHEE HEUNG,25491,0,0,2013-GE,2013,GE,KD,P9,ALOR SETAR,69009,61,34,5,1,0,0,0,0,0,1070,57712,0
BERJASA,ABDUL FISOL BIN MOHD ISA,3530,0,0,2013-GE,2013,GE,KD,P9,ALOR SETAR,69009,61,34,5,1,0,0,0,0,0,1070,57712,0
BERSAMA,JAWAHAR RAJA BIN ABDUL WAHID,257,0,0,2013-GE,2013,GE,KD,P9,ALOR SETAR,69009,61,34,5,1,0,0,0,0,0,1070,57712,0
MCA,DATUK CHOR CHEE HEUNG,20741,0,184,2008-GE,2008,GE,KD,P9,ALOR SETAR,58957,63,33,4,0,0,0,0,0,0,1757,43206,151
PKR,GOOI HSIAO LEUNG,20557,0,0,2008-GE,2008,GE,KD,P9,ALOR SETAR,58957,63,33,4,0,0,0,0,0,0,1757,43206,151
MCA,DATUK CHOR CHEE HEUNG,28379,0,14515,2004-GE,2004,GE,KD,P9,ALOR SETAR,57313,58,36,5,0,0,0,0,0,0,828,43071,186
PKR,SITI NOR ABDUL HAMID,13864,0,0,2004-GE,2004,GE,KD,P9,ALOR SETAR,57313,58,36,5,0,0,0,0,0,0,828,43071,186
PKR,AZMAN BIN ISMAIL,36624,DR AZMAN ISMAIL,13481,2018-GE,2018,GE,KD,P10,KUALA KEDAH,97753,78,20,1,0,0,0,0,69,14,0,0,0
PAS,MUHAMAD RIDUAN BIN OTHMAN,23143,MUHAMAD RIDUAN BIN OTHMAN,0,2018-GE,2018,GE,KD,P10,KUALA KEDAH,97753,78,20,1,0,0,0,0,69,14,0,0,0
UMNO,ABDULLAH HASNAN BIN KAMARUDDIN,19400,ABDULLAH HASNAN BIN KAMARUDDIN,0,2018-GE,2018,GE,KD,P10,KUALA KEDAH,97753,78,20,1,0,0,0,0,69,14,0,0,0
PKR,AZMAN BIN ISMAIL,42870,0,4947,2013-GE,2013,GE,KD,P10,KUALA KEDAH,95328,78,21,1,0,0,0,0,0,0,1212,82005,0
UMNO,ZAKI ZAMANI BIN ABD RASHID,37923,0,0,2013-GE,2013,GE,KD,P10,KUALA KEDAH,95328,78,21,1,0,0,0,0,0,0,1212,82005,0
PKR,AHMAD KASSIM,35689,0,7018,2008-GE,2008,GE,KD,P10,KUALA KEDAH,83132,79,20,1,0,0,0,0,0,0,1385,65750,5
UMNO,DATUK HASHIM JAHAYA,28671,0,0,2008-GE,2008,GE,KD,P10,KUALA KEDAH,83132,79,20,1,0,0,0,0,0,0,1385,65750,5
UMNO,HASHIM JAHAYA,36707,0,10214,2004-GE,2004,GE,KD,P10,KUALA KEDAH,78791,77,21,2,0,0,0,0,0,0,1023,64223,109
PAS,MOHAMED SABU,26493,0,0,2004-GE,2004,GE,KD,P10,KUALA KEDAH,78791,77,21,2,0,0,0,0,0,0,1023,64223,109
PAS,AWANG BIN HASHIM,26536,HJ AWANG SOLAHUDIN,5808,2018-GE,2018,GE,KD,P11,PENDANG,74867,89,5,1,6,0,0,0,197,4,0,0,0
UMNO,OTHMAN BIN ABDUL,20728,OTHMAN BIN ABDUL,0,2018-GE,2018,GE,KD,P11,PENDANG,74867,89,5,1,6,0,0,0,197,4,0,0,0
BERSATU,WAN SAIFULRUDDIN BIN WAN JAN,14901,WAN SAIFUL WAN JAN,0,2018-GE,2018,GE,KD,P11,PENDANG,74867,89,5,1,6,0,0,0,197,4,0,0,0
BEBAS,ABDUL MALIK BIN MANAF,81,PENGHULU MALIK,0,2018-GE,2018,GE,KD,P11,PENDANG,74867,89,5,1,6,0,0,0,197,4,0,0,0
UMNO,OTHMAN BIN ABDUL,32165,0,2638,2013-GE,2013,GE,KD,P11,PENDANG,70135,88,6,1,6,0,0,0,0,0,759,62451,0
PAS,MOHAMAD BIN SABU,29527,0,0,2013-GE,2013,GE,KD,P11,PENDANG,70135,88,6,1,6,0,0,0,0,0,759,62451,0
PAS,DR MOHD HAYATI OTHMAN,27311,0,4073,2008-GE,2008,GE,KD,P11,PENDANG,61346,89,6,1,5,0,0,0,0,0,991,51645,105
UMNO,DATUK PADUKA MD ROZAI SHAFIAN,23238,0,0,2008-GE,2008,GE,KD,P11,PENDANG,61346,89,6,1,5,0,0,0,0,0,991,51645,105
PAS,DR MOHD HAYATI OTHMAN,24430,0,50,2004-GE,2004,GE,KD,P11,PENDANG,57180,88,7,1,5,0,0,0,0,0,383,49193,0
UMNO,MD ROZAI SHAFIAN,24380,0,0,2004-GE,2004,GE,KD,P11,PENDANG,57180,88,7,1,5,0,0,0,0,0,383,49193,0
PAS,SABRI BIN AZIT,22312,USTAZ SABRI BIN AZIT,539,2018-GE,2018,GE,KD,P12,JERAI,79976,80,14,6,0,0,0,0,295,11,0,0,0
UMNO,JAMIL KHIR BIN BAHAROM,21773,DATO' SERI JAMIL KHIR BIN BAHAROM,0,2018-GE,2018,GE,KD,P12,JERAI,79976,80,14,6,0,0,0,0,295,11,0,0,0
BERSATU,AKHRAMSYAH MUAMMAR UBAIDAH BIN SANUSI,21651,AKHRAMSYAH BIN SANUSI JUNID,0,2018-GE,2018,GE,KD,P12,JERAI,79976,80,14,6,0,0,0,0,295,11,0,0,0
UMNO,JAMIL KHIR BIN BAHAROM,32429,0,1196,2013-GE,2013,GE,KD,P12,JERAI,74410,79,15,6,0,0,0,0,0,0,952,64614,0
PAS,MOHD FIRDAUS BIN JAAFAR,31233,0,0,2013-GE,2013,GE,KD,P12,JERAI,74410,79,15,6,0,0,0,0,0,0,952,64614,0
PAS,MOHD FIRDAUS JA'AFAR,26510,0,2299,2008-GE,2008,GE,KD,P12,JERAI,65739,79,14,6,1,0,0,0,0,0,1070,51791,0
UMNO,DATUK PADUKA BADRUDDIN AMIRULDIN,24211,0,0,2008-GE,2008,GE,KD,P12,JERAI,65739,79,14,6,1,0,0,0,0,0,1070,51791,0
UMNO,DATUK BADRUDDIN AMIRUDIN,30154,0,10405,2004-GE,2004,GE,KD,P12,JERAI,63886,77,16,6,0,0,0,0,0,0,1015,50918,0
PAS,CHE BIN ARSHAD,19749,0,0,2004-GE,2004,GE,KD,P12,JERAI,63886,77,16,6,0,0,0,0,0,0,1015,50918,0
PAS,AHMAD TARMIZI BIN SULAIMAN,20088,USTAZ TARMIZI SULAIMAN,5218,2018-GE,2018,GE,KD,P13,SIK,50385,93,2,0,5,0,0,0,190,2,0,0,0
UMNO,MANSOR BIN ABD RAHMAN,14870,DR MANSOR BIN ABD RAHMAN,0,2018-GE,2018,GE,KD,P13,SIK,50385,93,2,0,5,0,0,0,190,2,0,0,0
AMANAH,AZLI BIN UDA,6970,AZLI CHE UDA,0,2018-GE,2018,GE,KD,P13,SIK,50385,93,2,0,5,0,0,0,190,2,0,0,0
UMNO,MANSOR BIN ABD RAHMAN,22084,0,2807,2013-GE,2013,GE,KD,P13,SIK,46786,93,2,0,5,0,0,0,0,0,631,41992,0
PAS,CHE UDA BIN CHE NIK,19277,0,0,2013-GE,2013,GE,KD,P13,SIK,46786,93,2,0,5,0,0,0,0,0,631,41992,0
PAS,CHE UDA CHE NIK,16864,0,481,2008-GE,2008,GE,KD,P13,SIK,40339,93,2,0,5,0,0,0,0,0,505,34752,1000
UMNO,OTHMAN DESA,16383,0,0,2008-GE,2008,GE,KD,P13,SIK,40339,93,2,0,5,0,0,0,0,0,505,34752,1000
UMNO,DATUK DR WAN AZMI WAN ARIFFIN,15357,0,319,2004-GE,2004,GE,KD,P13,SIK,37036,92,2,1,5,0,0,0,0,0,1287,31682,0
PAS,AZIZAN ABDUL RAZAK,15038,0,0,2004-GE,2004,GE,KD,P13,SIK,37036,92,2,1,5,0,0,0,0,0,1287,31682,0
PKR,NOR AZRINA BINTI SURIP,30902,NURIN AINA,10072,2018-GE,2018,GE,KD,P14,MERBOK,87782,69,15,15,1,0,0,0,5670,24,0,0,0
UMNO,TAJUL URUS BIN MAT ZAIN,20830,DATO' TAJUL URUS HJ MAT ZAIN,0,2018-GE,2018,GE,KD,P14,MERBOK,87782,69,15,15,1,0,0,0,5670,24,0,0,0
PAS,AHMAD FAUZI BIN RAMLI,19618,USTAZ AHMAD FAUZI,0,2018-GE,2018,GE,KD,P14,MERBOK,87782,69,15,15,1,0,0,0,5670,24,0,0,0
UMNO,ISMAIL BIN DAUT,38538,0,4122,2013-GE,2013,GE,KD,P14,MERBOK,85908,65,17,18,1,0,0,0,0,0,1329,74283,0
PKR,NOR AZRINA BINTI SURIP,34416,0,0,2013-GE,2013,GE,KD,P14,MERBOK,85908,65,17,18,1,0,0,0,0,0,1329,74283,0
PKR,DATUK RASHID DIN,25541,0,3098,2008-GE,2008,GE,KD,P14,MERBOK,64443,66,16,17,1,0,0,0,0,0,1338,49718,396
UMNO,TAJUL URUS MAT ZAIN,22443,0,0,2008-GE,2008,GE,KD,P14,MERBOK,64443,66,16,17,1,0,0,0,0,0,1338,49718,396
UMNO,DATUK ZAINUDDIN MAIDIN,29607,0,15445,2004-GE,2004,GE,KD,P14,MERBOK,57922,63,19,18,1,0,0,0,0,0,1142,44911,70
PKR,SAIFUL IZHAM RAMLI,14162,0,0,2004-GE,2004,GE,KD,P14,MERBOK,57922,63,19,18,1,0,0,0,0,0,1142,44911,70
PKR,JOHARI BIN ABDUL,45532,DATO' JOHARI ABDUL,21569,2018-GE,2018,GE,KD,P15,SUNGAI PETANI,112577,61,27,12,1,0,0,0,157,22,0,0,0
UMNO,SHAHANIM BINTI MOHAMAD YUSOFF,23963,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,0,2018-GE,2018,GE,KD,P15,SUNGAI PETANI,112577,61,27,12,1,0,0,0,157,22,0,0,0
PAS,SHARIR BIN LONG,22760,USTAZ SHARIR LONG,0,2018-GE,2018,GE,KD,P15,SUNGAI PETANI,112577,61,27,12,1,0,0,0,157,22,0,0,0
PRM,SRITHARAN A/L PICHATHU,279,P SRITHARAN,0,2018-GE,2018,GE,KD,P15,SUNGAI PETANI,112577,61,27,12,1,0,0,0,157,22,0,0,0
PKR,JOHARI BIN ABDUL,44194,0,9548,2013-GE,2013,GE,KD,P15,SUNGAI PETANI,93176,59,29,12,1,0,0,0,0,0,959,80771,0
UMNO,SYAMSYUL ANUAR BIN CHE MEY @ ISMAIL,34646,0,0,2013-GE,2013,GE,KD,P15,SUNGAI PETANI,93176,59,29,12,1,0,0,0,0,0,959,80771,0
IND,ONG WEI SIN,772,0,0,2013-GE,2013,GE,KD,P15,SUNGAI PETANI,93176,59,29,12,1,0,0,0,0,0,959,80771,0
KITA,SUHAIMI BIN HASHIM,200,0,0,2013-GE,2013,GE,KD,P15,SUNGAI PETANI,93176,59,29,12,1,0,0,0,0,0,959,80771,0
PKR,JOHARI ABDUL,33822,0,9381,2008-GE,2008,GE,KD,P15,SUNGAI PETANI,76284,60,29,11,0,0,0,0,0,0,986,59378,129
UMNO,DATUK ZAINUDDIN MAIDIN,24441,0,0,2008-GE,2008,GE,KD,P15,SUNGAI PETANI,76284,60,29,11,0,0,0,0,0,0,986,59378,129
UMNO,DATUK MAHADZIR MOHD KHIR,36067,0,17502,2004-GE,2004,GE,KD,P15,SUNGAI PETANI,70920,58,31,11,1,0,0,0,0,0,1007,55639,0
PKR,ZAMRI YUSOF,18565,0,0,2004-GE,2004,GE,KD,P15,SUNGAI PETANI,70920,58,31,11,1,0,0,0,0,0,1007,55639,0
UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,38557,DATUK AZEEZ RAHIM,1074,2018-GE,2018,GE,KD,P16,BALING,107213,89,4,5,2,0,0,0,363,7,0,0,0
PAS,HASSAN BIN SAAD,37483,USTAZ HASSAN BIN SAAD,0,2018-GE,2018,GE,KD,P16,BALING,107213,89,4,5,2,0,0,0,363,7,0,0,0
BERSATU,MOHD TAUFIK BIN YAACOB,14472,MOHD TAUFIK BIN HJ YAACOB,0,2018-GE,2018,GE,KD,P16,BALING,107213,89,4,5,2,0,0,0,363,7,0,0,0
UMNO,ABDUL AZEEZ BIN ABDUL RAHIM,43504,0,5185,2013-GE,2013,GE,KD,P16,BALING,93168,89,5,5,2,0,0,0,0,0,1081,82904,0
PAS,NAJMI BIN HJ AHMAD,38319,0,0,2013-GE,2013,GE,KD,P16,BALING,93168,89,5,5,2,0,0,0,0,0,1081,82904,0
PAS,TAIB AZAMUDDEN MD TAIB,36074,0,7613,2008-GE,2008,GE,KD,P16,BALING,78784,88,6,5,1,0,0,0,0,0,1154,65764,75
UMNO,DATUK ABD AZEEZ ABD RAHIM,28461,0,0,2008-GE,2008,GE,KD,P16,BALING,78784,88,6,5,1,0,0,0,0,0,1154,65764,75
UMNO,DATUK DR MASHITAH IBRAHIM,32661,0,4229,2004-GE,2004,GE,KD,P16,BALING,74698,87,6,5,1,0,0,0,0,0,1109,62202,0
PAS,TAIB AZAMUDDEN MD TAIB,28432,0,0,2004-GE,2004,GE,KD,P16,BALING,74698,87,6,5,1,0,0,0,0,0,1109,62202,0
PKR,KARUPAIYA A/L MUTUSAMI,31724,KARUPAIYA MUTUSAMI,8813,2018-GE,2018,GE,KD,P17,PADANG SERAI,84834,59,20,21,0,0,0,0,92,19,0,0,0
PAS,MUHAMAD SOBRI BIN OSMAN,22911,MUHAMAD SOBRI BIN OSMAN,0,2018-GE,2018,GE,KD,P17,PADANG SERAI,84834,59,20,21,0,0,0,0,92,19,0,0,0
MCA,LEONG YONG KONG,15449,DATO' DR LEONG YONG KONG,0,2018-GE,2018,GE,KD,P17,PADANG SERAI,84834,59,20,21,0,0,0,0,92,19,0,0,0
PKR,N SURENDRAN A/L K NAGARAJAN,34151,0,8437,2013-GE,2013,GE,KD,P17,PADANG SERAI,74095,56,21,23,0,0,0,0,0,0,1223,64387,0
