Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned
PEACE,PRISCILLA LAU,628,PRISCILLA LAU,0,2018-GE,2018,GE,SW,P211,LANANG,61973,0,69,0,1,4,27,0,1250,5,0,0,0
DAP,ALICE LAU KIONG YIENG,26613,0,8630,2016-GE,2016,GE,SW,P211,LANANG,57143,0,72,0,0,10,18,0,0,0,304,44900,0
SUPP,TIONG THAI KING,17983,0,0,2016-GE,2016,GE,SW,P211,LANANG,57143,0,72,0,0,10,18,0,0,0,304,44900,0
SUPP,DATUK TIONG THAI KING,19476,0,4864,2011-GE,2011,GE,SW,P211,LANANG,49530,0,73,0,0,0,0,0,0,0,253,34443,102
DAP,WONG KEE WOAN,14612,0,0,2011-GE,2011,GE,SW,P211,LANANG,49530,0,73,0,0,0,0,0,0,0,253,34443,102
PBDS,Tiong Thai King,14895,0,4721,2004-GE,2004,GE,SW,P210,LANANG,40100,0,0,0,0,0,0,0,0,0,252,25374,53
DAP,David Wong Kee Woan,10174,0,0,2004-GE,2004,GE,SW,P210,LANANG,40100,0,0,0,0,0,0,0,0,0,252,25374,53
DAP,OSCAR LING CHAI YEW,33811,OSCAR LING CHAI YEW,11422,2018-GE,2018,GE,SW,P212,SIBU,74149,0,63,0,1,12,25,0,3188,10,0,0,0
SUPP,WONG KEE YEW @ ANDREW WONG,22389,WONG KEE YEW,0,2018-GE,2018,GE,SW,P212,SIBU,74149,0,63,0,1,12,25,0,3188,10,0,0,0
PEACE,TIEW YEN HOUNG,377,TIEW YEN HOUNG,0,2018-GE,2018,GE,SW,P212,SIBU,74149,0,63,0,1,12,25,0,3188,10,0,0,0
STAR,TIONG ING TUNG,176,TIONG ING TUNG,0,2018-GE,2018,GE,SW,P212,SIBU,74149,0,63,0,1,12,25,0,3188,10,0,0,0
DAP,OSCAR LING CHAI YEW,26808,0,2841,2016-GE,2016,GE,SW,P212,SIBU,64601,0,65,0,0,20,15,0,0,0,496,51474,0
SUPP,LAU LEE MING,23967,0,0,2016-GE,2016,GE,SW,P212,SIBU,64601,0,65,0,0,20,15,0,0,0,496,51474,0
IND,NARAWI BIN HARON,203,0,0,2016-GE,2016,GE,SW,P212,SIBU,64601,0,65,0,0,20,15,0,0,0,496,51474,0
SUPP,DATUK ROBERT LAU HOI CHEW,19138,0,3235,2011-GE,2011,GE,SW,P212,SIBU,53679,0,60,0,1,0,0,0,0,0,334,36379,192
DAP,WONG HO LENG,15903,0,0,2011-GE,2011,GE,SW,P212,SIBU,53679,0,60,0,1,0,0,0,0,0,334,36379,192
PKR,LIM CHIN CHUANG,812,0,0,2011-GE,2011,GE,SW,P212,SIBU,53679,0,60,0,1,0,0,0,0,0,334,36379,192
SUPP,Robert Lau Hoi Chew,20501,0,3340,2004-GE,2004,GE,SW,P211,SIBU,60832,0,65,0,0,20,15,0,0,0,430,38216,0
DAP,Wong Ho Leng,17161,0,0,2004-GE,2004,GE,SW,P211,SIBU,60832,0,65,0,0,20,15,0,0,0,430,38216,0
PBB,HANIFAH HAJAR TAIB,13853,HANIFAH HAJAR TAIB,7000,2018-GE,2018,GE,SW,P213,MUKAH,30608,0,9,0,1,7,84,0,204,1,0,0,0
PKR,ABDUL JALIL BIN BUJANG,6853,ABDUL JALIL BUJANG,0,2018-GE,2018,GE,SW,P213,MUKAH,30608,0,9,0,1,7,84,0,204,1,0,0,0
PBB,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,14983,0,12764,2016-GE,2016,GE,SW,P213,MUKAH,26477,0,10,0,0,75,16,0,0,0,417,19838,0
IND,SYLVESTER AJAH SUBAH @ AJAH BIN SUBAH,2219,0,0,2016-GE,2016,GE,SW,P213,MUKAH,26477,0,10,0,0,75,16,0,0,0,417,19838,0
DAP,HAI BIN MERAWIN @ BONAVENTURE,2219,0,0,2016-GE,2016,GE,SW,P213,MUKAH,26477,0,10,0,0,75,16,0,0,0,417,19838,0
PBB,DATUK SERI MUHD LEO MICHAEL TOYAD,10090,0,6298,2011-GE,2011,GE,SW,P213,MUKAH,22851,0,10,0,0,0,0,0,0,0,521,14435,32
IND,HAI MERAWIN,3792,0,0,2011-GE,2011,GE,SW,P213,MUKAH,22851,0,10,0,0,0,0,0,0,0,521,14435,32
PBB,Muhammad Leo Michael Toyad Abdullah,11829,0,9178,2004-GE,2004,GE,SW,P212,MUKAH,25853,0,10,0,0,75,16,0,0,0,341,14849,0
IND,Mohamad @ Latip Rahman,2651,0,0,2004-GE,2004,GE,SW,P212,MUKAH,25853,0,10,0,0,75,16,0,0,0,341,14849,0
PKR,BARU BIAN,11228,BARU BIAN,486,2018-GE,2018,GE,SW,P214,SELANGAU,30026,0,3,0,1,1,94,0,75,0,0,0,0
PRS,RITA SARIMAH ANAK PATRICK INSOL,10742,RITA INSOL,0,2018-GE,2018,GE,SW,P214,SELANGAU,30026,0,3,0,1,1,94,0,75,0,0,0,0
PRS,JOSEPH ENTULU ANAK BELAUN,12040,0,7555,2016-GE,2016,GE,SW,P214,SELANGAU,25461,0,4,0,0,13,83,0,0,0,309,20725,0
SWP,SNG CHEE HUA,4485,0,0,2016-GE,2016,GE,SW,P214,SELANGAU,25461,0,4,0,0,13,83,0,0,0,309,20725,0
PKR,JOSHUA ANAK JABING @ JOSHUA JABENG,3891,0,0,2016-GE,2016,GE,SW,P214,SELANGAU,25461,0,4,0,0,13,83,0,0,0,309,20725,0
PRS,JOSEPH ENTULU BELAUN (WALKOVER),0,0,0,2011-GE,2011,GE,SW,P214,SELANGAU,20057,0,5,0,0,0,0,0,0,0,0,0,0
PBB,Joseph Entulu Belaun,7876,0,3616,2004-GE,2004,GE,SW,P213,SELANGAU,20459,0,4,0,0,13,83,0,0,0,237,12376,0
SNAP,Liman Sujang,4260,0,0,2004-GE,2004,GE,SW,P213,SELANGAU,20459,0,4,0,0,13,83,0,0,0,237,12376,0
PBB,ALEXANDER NANTA LINGGI,14302,DATUK ALEXANDER NANTA LINGGI,10479,2018-GE,2018,GE,SW,P215,KAPIT,30658,0,9,0,1,3,87,0,157,1,0,0,0
DAP,PAREN ANAK NYAWI,3823,PAREN ANAK NYAWI,0,2018-GE,2018,GE,SW,P215,KAPIT,30658,0,9,0,1,3,87,0,157,1,0,0,0
PBB,ALEXANDER NANTA LINGGI,13446,0,9731,2016-GE,2016,GE,SW,P215,KAPIT,26195,0,10,0,0,22,68,0,0,0,271,17432,0
DAP,RAMLI ANAK MALAKA,3715,0,0,2016-GE,2016,GE,SW,P215,KAPIT,26195,0,10,0,0,22,68,0,0,0,271,17432,0
PBB,ALEXANDER NANTA LINGGI (WALKOVER),0,0,0,2011-GE,2011,GE,SW,P215,KAPIT,22723,0,11,0,0,0,0,0,0,0,0,0,0
PBB,Alexander Nanta Linggi,0,0,0,2004-GE,2004,GE,SW,P214,KAPIT,23330,0,10,0,0,22,68,0,0,0,0,0,0
PRS,UGAK ANAK KUMBNG @ WILSON UGAK,11834,WILSON UGAK ANAK KUMBONG,6315,2018-GE,2018,GE,SW,P216,HULU RAJANG,27520,0,2,0,1,1,95,0,66,0,0,0,0
PKR,ABUN SUI ANYIT,5519,ABUN SUI ANYIT,0,2018-GE,2018,GE,SW,P216,HULU RAJANG,27520,0,2,0,1,1,95,0,66,0,0,0,0
PRS,UGAK ANAK KUMBONG,9117,0,5834,2016-GE,2016,GE,SW,P216,HULU RAJANG,21686,0,1,0,2,20,77,0,0,0,213,14742,0
PKR,ABUN SUI ANYIT,3283,0,0,2016-GE,2016,GE,SW,P216,HULU RAJANG,21686,0,1,0,2,20,77,0,0,0,213,14742,0
SWP,GEORGE ANAK LAGONG,2129,0,0,2016-GE,2016,GE,SW,P216,HULU RAJANG,21686,0,1,0,2,20,77,0,0,0,213,14742,0
PRS,ABIT JOO @ BILLY ABIT JOO,6590,0,2164,2011-GE,2011,GE,SW,P216,HULU RAJANG,17696,0,1,0,0,0,0,0,0,0,139,11164,9
IND,GEORGE LAGONG,4426,0,0,2011-GE,2011,GE,SW,P216,HULU RAJANG,17696,0,1,0,0,0,0,0,0,0,139,11164,9
PBDS,Billy Abit Joo,6949,0,3666,2004-GE,2004,GE,SW,P215,HULU RAJANG,17185,0,0,0,2,20,77,0,0,0,171,10416,0
SNAP,Bendindang Manjah,3283,0,0,2004-GE,2004,GE,SW,P215,HULU RAJANG,17185,0,0,0,2,20,77,0,0,0,171,10416,0
SPDP,TIONG KING SING,27076,DATO' SERI TIONG KING SING,7022,2018-GE,2018,GE,SW,P217,BINTULU,65049,0,29,0,1,11,60,0,548,3,0,0,0
DAP,CHIEW CHAN YEW,20054,CHIEW CHAN YEW,0,2018-GE,2018,GE,SW,P217,BINTULU,65049,0,29,0,1,11,60,0,548,3,0,0,0
STAR,CHIENG LEA PHING,328,CHIENG LEA PHING,0,2018-GE,2018,GE,SW,P217,BINTULU,65049,0,29,0,1,11,60,0,548,3,0,0,0
SPDP,TIONG KING SING,26458,0,7433,2016-GE,2016,GE,SW,P217,BINTULU,59893,0,28,0,0,29,44,0,0,0,458,45941,0
DAP,JOHN BRIAN ANTHONY ANAK JEREMY GUANG,19025,0,0,2016-GE,2016,GE,SW,P217,BINTULU,59893,0,28,0,0,29,44,0,0,0,458,45941,0
SPDP,DATUK SERI TIONG KING SING,23628,0,14965,2011-GE,2011,GE,SW,P217,BINTULU,50404,0,26,0,0,0,0,0,0,0,288,32629,50
DAP,LIM SU KIEN,8663,0,0,2011-GE,2011,GE,SW,P217,BINTULU,50404,0,26,0,0,0,0,0,0,0,288,32629,50
SPDP,Tiong King Sing,20225,0,11267,2004-GE,2004,GE,SW,P216,BINTULU,49374,0,28,0,0,29,44,0,0,0,288,32067,0
DAP,Chiew Chiu Sing,8958,0,0,2004-GE,2004,GE,SW,P216,BINTULU,49374,0,28,0,0,29,44,0,0,0,288,32067,0
SNAP,Lau Hing Kii,2583,0,0,2004-GE,2004,GE,SW,P216,BINTULU,49374,0,28,0,0,29,44,0,0,0,288,32067,0
PBB,LUKANISMAN BIN AWANG SAUNI,12214,LUKANISMAN BIN AWANG SAUNI,3676,2018-GE,2018,GE,SW,P218,SIBUTI,31868,0,22,0,1,24,54,0,967,2,0,0,0
PKR,JEMAT PANJANG,8538,JEMAT PANJANG,0,2018-GE,2018,GE,SW,P218,SIBUTI,31868,0,22,0,1,24,54,0,967,2,0,0,0
PAS,ZULAIHI BIN BAKAR,1617,ANAI ZULAI,0,2018-GE,2018,GE,SW,P218,SIBUTI,31868,0,22,0,1,24,54,0,967,2,0,0,0
PBB,AHMAD LAI BIN BUJANG,13348,0,6066,2016-GE,2016,GE,SW,P218,SIBUTI,28351,0,22,0,0,33,44,0,0,0,288,20918,0
PAS,MUHAMMAD ZAID BIN TANDANG,7282,0,0,2016-GE,2016,GE,SW,P218,SIBUTI,28351,0,22,0,0,33,44,0,0,0,288,20918,0
PBB,AHMAD LAI BUJANG,8238,0,3648,2011-GE,2011,GE,SW,P218,SIBUTI,22143,0,22,0,0,0,0,0,0,0,192,13030,10
PKR,DR TEO YU KENG,4590,0,0,2011-GE,2011,GE,SW,P218,SIBUTI,22143,0,22,0,0,0,0,0,0,0,192,13030,10
PKR,MICHAEL TEO YU KENG,35739,MICHAEL TEO YU KENG,13663,2018-GE,2018,GE,SW,P219,MIRI,80386,0,55,0,1,16,28,0,995,11,0,0,0
SUPP,SEBASTIAN TING CHIEW YEW,22076,SEBASTIAN TING CHIEW YEW,0,2018-GE,2018,GE,SW,P219,MIRI,80386,0,55,0,1,16,28,0,995,11,0,0,0
PKR,MICHAEL TEO YU KENG,26909,0,1992,2016-GE,2016,GE,SW,P219,MIRI,71170,0,57,0,1,26,17,0,0,0,630,52762,0
SUPP,SEBASTIAN TING CHIEW YEW,24917,0,0,2016-GE,2016,GE,SW,P219,MIRI,71170,0,57,0,1,26,17,0,0,0,630,52762,0
STAR,CHONG KON FATT,306,0,0,2016-GE,2016,GE,SW,P219,MIRI,71170,0,57,0,1,26,17,0,0,0,630,52762,0
SUPP,DATUK PETER CHIN FAH KUI,19354,0,5216,2011-GE,2011,GE,SW,P219,MIRI,55963,0,55,0,3,0,0,0,0,0,273,33969,204
DAP,FONG PAU TECK,14138,0,0,2011-GE,2011,GE,SW,P219,MIRI,55963,0,55,0,3,0,0,0,0,0,273,33969,204
SUPP,Peter Chin Fah Kui,0,0,0,2004-GE,2004,GE,SW,P217,MIRI,74266,0,57,0,0,26,17,0,0,0,0,0,0
SPDP,ANYI NGAU,12171,ANYI NGAU,1990,2018-GE,2018,GE,SW,P220,BARAM,35685,0,8,0,1,5,86,0,90,1,0,0,0
PKR,ROLAND ENGAN,10181,ROLAND ENGAN,0,2018-GE,2018,GE,SW,P220,BARAM,35685,0,8,0,1,5,86,0,90,1,0,0,0
SPDP,ANYI NGAU,9182,0,194,2016-GE,2016,GE,SW,P220,BARAM,29385,0,9,0,1,21,70,0,0,0,242,18775,0
PKR,ROLAND ENGAN,8988,0,0,2016-GE,2016,GE,SW,P220,BARAM,29385,0,9,0,1,21,70,0,0,0,242,18775,0
IND,PATRICK SIBAT SUJANG,363,0,0,2016-GE,2016,GE,SW,P220,BARAM,29385,0,9,0,1,21,70,0,0,0,242,18775,0
SPDP,DATUK JACOB DUNGAU SAGAN,7996,0,4044,2011-GE,2011,GE,SW,P220,BARAM,24425,0,13,0,0,0,0,0,0,0,167,12126,11
SNAP,KEBING WAN,3952,0,0,2011-GE,2011,GE,SW,P220,BARAM,24425,0,13,0,0,0,0,0,0,0,167,12126,11
SPDP,Jacob Dungau Sagan,7551,0,0,2004-GE,2004,GE,SW,P218,BARAM,25361,0,9,0,0,21,70,0,0,0,165,11973,0
PBB,HASBI BIN HABIBOLLAH,12589,HASBI BIN HABIBOLLAH,7710,2018-GE,2018,GE,SW,P221,LIMBANG,26409,0,18,0,1,28,53,0,376,2,0,0,0
PKR,RICARDO OSMUND YAMPIL BABA,4879,DR RICARDO YAMPIL BABA,0,2018-GE,2018,GE,SW,P221,LIMBANG,26409,0,18,0,1,28,53,0,376,2,0,0,0
PBB,HASBI BIN HABIBOLLAH,12999,0,8301,2016-GE,2016,GE,SW,P221,LIMBANG,24278,0,19,0,0,45,35,0,0,0,162,17859,0
PKR,BARU BIAN,4698,0,0,2016-GE,2016,GE,SW,P221,LIMBANG,24278,0,19,0,0,45,35,0,0,0,162,17859,0
PBB,HASBI HABIBOLLAH,6427,0,676,2011-GE,2011,GE,SW,P221,LIMBANG,20315,0,24,0,0,0,0,0,0,0,113,12380,89
PKR,LAU LIAT KOI,5751,0,0,2011-GE,2011,GE,SW,P221,LIMBANG,20315,0,24,0,0,0,0,0,0,0,113,12380,89
PBB,HENRY SUM AGONG,10037,HENRY SUM AGONG,6000,2018-GE,2018,GE,SW,P222,LAWAS,21297,0,10,0,1,41,49,0,119,1,0,0,0
PKR,DANNY PIRI,4037,DANNY PIRI,0,2018-GE,2018,GE,SW,P222,LAWAS,21297,0,10,0,1,41,49,0,119,1,0,0,0
BEBAS,MOHAMAD BIN HAJI BRAHIM,176,MOHAMMAD BIN HAJI BRAHIM,0,2018-GE,2018,GE,SW,P222,LAWAS,21297,0,10,0,1,41,49,0,119,1,0,0,0
PBB,HENRY SUM AGONG,9928,0,6030,2016-GE,2016,GE,SW,P222,LAWAS,18845,0,10,0,1,43,47,0,0,0,177,14072,0
DAP,BARU LANGUB,3898,0,0,2016-GE,2016,GE,SW,P222,LAWAS,18845,0,10,0,1,43,47,0,0,0,177,14072,0
STAR,ALIRAHMAN BIN KAMSEH,69,0,0,2016-GE,2016,GE,SW,P222,LAWAS,18845,0,10,0,1,43,47,0,0,0,177,14072,0
PBB,HENRY SUM AGONG (WALKOVER),8526,0,0,2011-GE,2011,GE,SW,P222,LAWAS,15717,0,16,0,0,0,0,0,0,0,82,9342,0
UMNO,ROZMAN BIN ISLI,10164,ROZMAN BIN ISLI,1450,2018-GE,2018,GE,SB,P166,LABUAN,28356,44,21,0,5,0,0,30,26042,2309,0,0,0
WARISAN,NOOR HALIM BINZAINI,8714,NOOR HALIM BIN ZAINI,0,2018-GE,2018,GE,SB,P166,LABUAN,28356,44,21,0,5,0,0,30,26042,2309,0,0,0
PAS,AHMAD JUNID BIN MOHD ALING,1555,USTAZ JUNID,0,2018-GE,2018,GE,SB,P166,LABUAN,28356,44,21,0,5,0,0,30,26042,2309,0,0,0
HARAPAN RAKYAT,SITI ZALEHA BINTI SW IBRAHIM,925,SITI ZALEHA SWIBRAHIM,0,2018-GE,2018,GE,SB,P166,LABUAN,28356,44,21,0,5,0,0,30,26042,2309,0,0,0
UMNO,ROZMAN BIN ISLI,12694,0,6625,2013-GE,2013,GE,SB,P166,LABUAN,24474,0,23,0,3,60,14,0,0,0,207,19356,0
PKR,TAN SRI IBRAHIM BIN MENUDIN,6069,0,0,2013-GE,2013,GE,SB,P166,LABUAN,24474,0,23,0,3,60,14,0,0,0,207,19356,0
PAS,HADNAN BIN MOHAMAD,386,0,0,2013-GE,2013,GE,SB,P166,LABUAN,24474,0,23,0,3,60,14,0,0,0,207,19356,0
UMNO,YUSOF MAHAL,10471,0,8457,2008-GE,2008,GE,SB,P166,LABUAN,20783,37,25,2,36,0,0,0,0,0,311,14149,247
IND,LAU SENG KIAT,2014,0,0,2008-GE,2008,GE,SB,P166,LABUAN,20783,37,25,2,36,0,0,0,0,0,311,14149,247
PAS,MATUSIN ABDUL RAHMAN,1106,0,0,2008-GE,2008,GE,SB,P166,LABUAN,20783,37,25,2,36,0,0,0,0,0,311,14149,247
UMNO,DATUK SUHAILI ABDUL RAHMAN,11087,0,7901,2004-GE,2004,GE,SB,P166,LABUAN,22006,0,0,1,12,62,25,0,0,0,488,14761,0
PAS,MATUSIN ABDUL RAHMAN,3186,0,0,2004-GE,2004,GE,SB,P166,LABUAN,22006,0,0,1,12,62,25,0,0,0,488,14761,0
UMNO,ABDUL RAHIM BIN BAKRI,18503,DATUK ABDUL RAHIM BAKRI,1359,2018-GE,2018,GE,SB,P167,KUDAT,52251,8,10,0,10,0,0,73,51692,559,0,0,0
WARISAN,SH AZMAN BIN SH ALONG,17144,SHARIFF AZMAN SH ALONG,0,2018-GE,2018,GE,SB,P167,KUDAT,52251,8,10,0,10,0,0,73,51692,559,0,0,0
PPRS,MOHD ASHRAF CHIN ABDULLAH,1432,MOHD ASHRAF CHIN ABDULLAH,0,2018-GE,2018,GE,SB,P167,KUDAT,52251,8,10,0,10,0,0,73,51692,559,0,0,0
UMNO,DATUK ABD RAHIM BIN BAKRI,21883,0,12376,2013-GE,2013,GE,SB,P167,KUDAT,47249,0,11,0,2,47,40,0,0,0,919,36355,0
PKR,RAHIMAH BINTI MAJID,9507,0,0,2013-GE,2013,GE,SB,P167,KUDAT,47249,0,11,0,2,47,40,0,0,0,919,36355,0
STAR,JUTIRIM BIN GALIBAI GALABI,3083,0,0,2013-GE,2013,GE,SB,P167,KUDAT,47249,0,11,0,2,47,40,0,0,0,919,36355,0
SAPP,MOJURIP BIN DIYUN,963,0,0,2013-GE,2013,GE,SB,P167,KUDAT,47249,0,11,0,2,47,40,0,0,0,919,36355,0
UMNO,DATUK ABDUL RAHIM BAKRI,17634,0,9895,2008-GE,2008,GE,SB,P167,KUDAT,39643,0,15,0,0,0,0,0,0,0,1058,26551,120
PKR,YAHYA OTHMAN,7739,0,0,2008-GE,2008,GE,SB,P167,KUDAT,39643,0,15,0,0,0,0,0,0,0,1058,26551,120
UMNO,DATUK ABDUL RAHIM BAKRI,13236,0,6748,2004-GE,2004,GE,SB,P167,KUDAT,37089,0,15,0,0,54,31,0,0,0,1061,24442,0
IND,Abdul Rahman Sedik,6488,0,0,2004-GE,2004,GE,SB,P167,KUDAT,37089,0,15,0,0,54,31,0,0,0,1061,24442,0
IND,Abdul Razak Abdul Salam,2375,0,0,2004-GE,2004,GE,SB,P167,KUDAT,37089,0,15,0,0,54,31,0,0,0,1061,24442,0
IND,Asbiah Anggar,1282,0,0,2004-GE,2004,GE,SB,P167,KUDAT,37089,0,15,0,0,54,31,0,0,0,1061,24442,0
PBS,JOHNITY @ MAXIMUS BIN ONGKILI,13033,DATUK SERI PANGLIMA DR MAXIMUS JOHNITY ONGKILI,1774,2018-GE,2018,GE,SB,P168,KOTA MARUDU,47007,5,3,0,2,0,0,91,46825,182,0,0,0
HARAPAN RAKYAT,MAIJOL BIN MAHAP,11259,DATUK MAIJOL MAHAP,0,2018-GE,2018,GE,SB,P168,KOTA MARUDU,47007,5,3,0,2,0,0,91,46825,182,0,0,0
WARISAN,BARLUS BIN MANGABIS,7113,BARLUS BIN MANGABIS,0,2018-GE,2018,GE,SB,P168,KOTA MARUDU,47007,5,3,0,2,0,0,91,46825,182,0,0,0
PCS,PAUL BIN PORODONG,2501,DR PAUL PORODONG,0,2018-GE,2018,GE,SB,P168,KOTA MARUDU,47007,5,3,0,2,0,0,91,46825,182,0,0,0
PBS,JOHNITY @ MAXIMUS BIN ONGKILI,15168,0,842,2013-GE,2013,GE,SB,P168,KOTA MARUDU,42197,0,2,0,1,26,71,0,0,0,911,33077,0
PKR,MAIJOL BIN MAHAP,14326,0,0,2013-GE,2013,GE,SB,P168,KOTA MARUDU,42197,0,2,0,1,26,71,0,0,0,911,33077,0
STAR,MAJAMIS BIN TIMBONG,2228,0,0,2013-GE,2013,GE,SB,P168,KOTA MARUDU,42197,0,2,0,1,26,71,0,0,0,911,33077,0
SAPP,YUNTAU BIN KOLOD @ KUNTAU BIN KOLOD,444,0,0,2013-GE,2013,GE,SB,P168,KOTA MARUDU,42197,0,2,0,1,26,71,0,0,0,911,33077,0
PBS,DATUK DR MAXIMUS ONGKILI,12028,0,4198,2008-GE,2008,GE,SB,P168,KOTA MARUDU,31938,0,3,0,0,0,0,0,0,0,748,22199,27
PKR,ANTHONY MANDIAU,7830,0,0,2008-GE,2008,GE,SB,P168,KOTA MARUDU,31938,0,3,0,0,0,0,0,0,0,748,22199,27
IND,ROSLAN MOHD ZAIN,1109,0,0,2008-GE,2008,GE,SB,P168,KOTA MARUDU,31938,0,3,0,0,0,0,0,0,0,748,22199,27
BERSEKUTU,BERNAM ANGKAP,457,0,0,2008-GE,2008,GE,SB,P168,KOTA MARUDU,31938,0,3,0,0,0,0,0,0,0,748,22199,27
PBS,Maximus Johnity Ongkili,10457,0,3189,2004-GE,2004,GE,SB,P168,KOTA MARUDU,28111,0,3,0,0,27,70,0,0,0,901,18626,0
IND,Anthony Mandiau,7268,0,0,2004-GE,2004,GE,SB,P168,KOTA MARUDU,28111,0,3,0,0,27,70,0,0,0,901,18626,0
WARISAN,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,23429,MUNIRAH MAJILIS,4262,2018-GE,2018,GE,SB,P169,KOTA BELUD,57919,5,2,0,3,0,0,90,57560,357,0,0,0
UMNO,MD SALLEH MD SAID,19167,SALLEH SAID KERUAK,0,2018-GE,2018,GE,SB,P169,KOTA BELUD,57919,5,2,0,3,0,0,90,57560,357,0,0,0
HARAPAN RAKYAT,MIASIN@AIMADUDDIN BIN MION,2092,MIASIN@AIMADUDDIN BIN MION,0,2018-GE,2018,GE,SB,P169,KOTA BELUD,57919,5,2,0,3,0,0,90,57560,357,0,0,0
PAS,LAIMAN BIN IKIN @ AG LAIMAN BKAKIMIN,1410,HJ AG LAIMAN BIN HJ IKIN,0,2018-GE,2018,GE,SB,P169,KOTA BELUD,57919,5,2,0,3,0,0,90,57560,357,0,0,0
UMNO,DATO' ABD RAHMAN BIN DAHLAN,21768,0,5095,2013-GE,2013,GE,SB,P169,KOTA BELUD,51467,0,2,0,1,59,39,0,0,0,1109,43423,0
PKR,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,16673,0,0,2013-GE,2013,GE,SB,P169,KOTA BELUD,51467,0,2,0,1,59,39,0,0,0,1109,43423,0
STAR,JALUMIN BIN BAYOGOH,2709,0,0,2013-GE,2013,GE,SB,P169,KOTA BELUD,51467,0,2,0,1,59,39,0,0,0,1109,43423,0
IND,LAMSIL BIN AMIDSOR,979,0,0,2013-GE,2013,GE,SB,P169,KOTA BELUD,51467,0,2,0,1,59,39,0,0,0,1109,43423,0
IND,KANUL BIN GINDOL,185,0,0,2013-GE,2013,GE,SB,P169,KOTA BELUD,51467,0,2,0,1,59,39,0,0,0,1109,43423,0
UMNO,DATUK ABDUL RAHMAN DAHLAN,17842,0,3020,2008-GE,2008,GE,SB,P169,KOTA BELUD,43071,0,2,0,0,0,0,0,0,0,1046,33710,0
PKR,SAIDIL SIMOI,14822,0,0,2008-GE,2008,GE,SB,P169,KOTA BELUD,43071,0,2,0,0,0,0,0,0,0,1046,33710,0
UMNO,Salleh Said Keruak,19185,0,10229,2004-GE,2004,GE,SB,P169,KOTA BELUD,41065,0,2,0,0,59,39,0,0,0,1091,31100,0
IND,James Bagah,8956,0,0,2004-GE,2004,GE,SB,P169,KOTA BELUD,41065,0,2,0,0,59,39,0,0,0,1091,31100,0
SETIA,Jainin Giau,1586,0,0,2004-GE,2004,GE,SB,P169,KOTA BELUD,41065,0,2,0,0,59,39,0,0,0,1091,31100,0
UPKO,WILFRED MADIUS TANGAU,22494,DATUK SERI PANGLIMA WILFRED MADIUS TANGAU,7624,2018-GE,2018,GE,SB,P170,TUARAN,54400,6,6,0,2,0,0,87,54206,192,0,0,0
PKR,CHRINADIA SINAM,14870,CHRISNADIA  SINAM,0,2018-GE,2018,GE,SB,P170,TUARAN,54400,6,6,0,2,0,0,87,54206,192,0,0,0
PCS,KALAKAU @ KALAKAN BIN UNTOL @ ENTOL,2611,KALAKAU @ KALAKAN BIN UNTOL @ ENTOL,0,2018-GE,2018,GE,SB,P170,TUARAN,54400,6,6,0,2,0,0,87,54206,192,0,0,0
HARAPAN RAKYAT,SYRA PETER @ P GOM,2311,SYRA PETER @ P GOM,0,2018-GE,2018,GE,SB,P170,TUARAN,54400,6,6,0,2,0,0,87,54206,192,0,0,0
PAS,PAUMIN @ MOHD AMINUDDIN BIN ALING,1357,PAUMIN @ MOHD AMINUDDIN BIN ALING,0,2018-GE,2018,GE,SB,P170,TUARAN,54400,6,6,0,2,0,0,87,54206,192,0,0,0
UPKO,MADIUS BIN TANGAU,20685,0,5190,2013-GE,2013,GE,SB,P170,TUARAN,48276,0,6,0,1,44,50,0,0,0,795,40748,0
PKR,MOJILIP BIN BUMBURING @ WILFRED,15495,0,0,2013-GE,2013,GE,SB,P170,TUARAN,48276,0,6,0,1,44,50,0,0,0,795,40748,0
IND,ERVEANA ANSARI ALI,2264,0,0,2013-GE,2013,GE,SB,P170,TUARAN,48276,0,6,0,1,44,50,0,0,0,795,40748,0
STAR,SAMIN @ JASMIN BIN DULIN,1509,0,0,2013-GE,2013,GE,SB,P170,TUARAN,48276,0,6,0,1,44,50,0,0,0,795,40748,0
UPKO,DATUK WILFRED BUMBURING,17645,0,6622,2008-GE,2008,GE,SB,P170,TUARAN,40761,0,8,0,0,0,0,0,0,0,979,30563,37
PKR,ANSARI ABDULLAH,11023,0,0,2008-GE,2008,GE,SB,P170,TUARAN,40761,0,8,0,0,0,0,0,0,0,979,30563,37
IND,AJIN @ HAZIN GAGAH,879,0,0,2008-GE,2008,GE,SB,P170,TUARAN,40761,0,8,0,0,0,0,0,0,0,979,30563,37
UPKO,Wilfred Madius Tangau,17722,0,9167,2004-GE,2004,GE,SB,P170,TUARAN,39338,0,8,0,0,44,49,0,0,0,981,27258,0
PKR,Ansari Abdullah,8555,0,0,2004-GE,2004,GE,SB,P170,TUARAN,39338,0,8,0,0,44,49,0,0,0,981,27258,0
