Party,Name,Votes,NameBallot,majority,Event,year,type,State,ParliamentCode,StateCode,SeatName,EligibleVoters,MalayVoters,ChineseVoters,IndianVoters,OtherVoters,BumiMuslimVoters,BumiNonmuslimVoters,SabahBumiVoters,Early,Postal,Spoilt,Turnout,Unreturned,Unopposed
BEBAS,MOHAMAD RATU BIN MANSOR,86,MOHAMAD RATU B MANSOR,0,2018-GE,2018,GE,KD,P4,N2,KUAH,21400,86,12,2,1,0,0,0,1018,3,0,0,0,0
UMNO,NOR SAIDI BIN NANYAN,10263,0,6371,2013-GE,2013,GE,KD,P4,N2,KUAH,17406,86,11,2,1,0,0,0,0,0,291,14563,0,0
PKR,AHMAD BIN KASIM,3892,0,0,2013-GE,2013,GE,KD,P4,N2,KUAH,17406,86,11,2,1,0,0,0,0,0,291,14563,0,0
IND,ZAFLEE BIN PAKWANTEH,117,0,0,2013-GE,2013,GE,KD,P4,N2,KUAH,17406,86,11,2,1,0,0,0,0,0,291,14563,0,0
UMNO,DATO NAWAWI AHMAD,6660,0,3324,2008-GE,2008,GE,KD,P4,N2,KUAH,13495,86,12,1,0,0,0,0,0,0,288,10322,38,0
PKR,HASRUL MUHAIMIN HASBI,3336,0,0,2008-GE,2008,GE,KD,P4,N2,KUAH,13495,86,12,1,0,0,0,0,0,0,288,10322,38,0
UMNO,NAWAWI AHMAD,8065,0,6175,2004-GE,2004,GE,KD,P4,N2,KUAH,12767,85,13,2,0,0,0,0,0,0,197,10186,34,0
PAS,MAZLAN AHMAD,1890,0,0,2004-GE,2004,GE,KD,P4,N2,KUAH,12767,85,13,2,0,0,0,0,0,0,197,10186,34,0
AMANAH,SALMEE BINTI SAID,7265,DR SALMEE SAID,1467,2018-GE,2018,GE,KD,P5,N3,KOTA SIPUTEH,23544,92,7,0,1,0,0,0,30,2,0,0,0,0
PAS,MAT REJAP BIN MD AKHIR,5798,USTAZ MOHD REJAB MD AKHIR,0,2018-GE,2018,GE,KD,P5,N3,KOTA SIPUTEH,23544,92,7,0,1,0,0,0,30,2,0,0,0,0
UMNO,AHMAD AZHAR BIN ABDULLAH,5795,AHMAD AZHAR BIN ABDULLAH,0,2018-GE,2018,GE,KD,P5,N3,KOTA SIPUTEH,23544,92,7,0,1,0,0,0,30,2,0,0,0,0
UMNO,ABU HASAN BIN SARIF,10777,0,2238,2013-GE,2013,GE,KD,P5,N3,KOTA SIPUTEH,22816,92,7,0,1,0,0,0,0,0,366,19682,0,0
PAS,ISMAIL BIN WTEH @ JAZIZ,8539,0,0,2013-GE,2013,GE,KD,P5,N3,KOTA SIPUTEH,22816,92,7,0,1,0,0,0,0,0,366,19682,0,0
UMNO,DATUK ABU HASSAN SARIF,8160,0,495,2008-GE,2008,GE,KD,P5,N3,KOTA SIPUTEH,19771,92,8,0,1,0,0,0,0,0,278,16126,23,0
PAS,ISMAIL WAB TEH,7665,0,0,2008-GE,2008,GE,KD,P5,N3,KOTA SIPUTEH,19771,92,8,0,1,0,0,0,0,0,278,16126,23,0
UMNO,ABU HASSAN SARIF,8614,0,1573,2004-GE,2004,GE,KD,P5,N3,KOTA SIPUTEH,19209,91,8,0,1,0,0,0,0,0,229,15884,0,0
PAS,ABDUL WAHAB RAHMAN,7041,0,0,2004-GE,2004,GE,KD,P5,N3,KOTA SIPUTEH,19209,91,8,0,1,0,0,0,0,0,229,15884,0,0
PAS,AZHAR BIN IBRAHIM,9229,CIKGU AZHAR,537,2018-GE,2018,GE,KD,P5,N4,AYER HITAM,30588,91,7,0,2,0,0,0,25,2,0,0,0,0
BERSATU,A AZIZ BIN MOHAMOD,8692,DATO' AZIZ MOHAMOD,0,2018-GE,2018,GE,KD,P5,N4,AYER HITAM,30588,91,7,0,2,0,0,0,25,2,0,0,0,0
UMNO,ABU HASAN BIN SARIF,7220,DATO' HJ ABU HASAN BIN SARIF,0,2018-GE,2018,GE,KD,P5,N4,AYER HITAM,30588,91,7,0,2,0,0,0,25,2,0,0,0,0
UMNO,MUKHRIZ MAHATHIR,14083,0,2446,2013-GE,2013,GE,KD,P5,N4,AYER HITAM,29567,90,8,0,2,0,0,0,0,0,382,26102,0,0
PAS,ABD GHANI BIN AHMAD,11637,0,0,2013-GE,2013,GE,KD,P5,N4,AYER HITAM,29567,90,8,0,2,0,0,0,0,0,382,26102,0,0
PAS,ABDUL GHANI AHMAD,10652,0,506,2008-GE,2008,GE,KD,P5,N4,AYER HITAM,25742,89,9,0,2,0,0,0,0,0,352,21171,21,0
UMNO,DATUK OTHMAN AZIZ,10146,0,0,2008-GE,2008,GE,KD,P5,N4,AYER HITAM,25742,89,9,0,2,0,0,0,0,0,352,21171,21,0
UMNO,ABD GHANI AHMAD,10759,0,860,2004-GE,2004,GE,KD,P5,N4,AYER HITAM,24939,89,9,0,2,0,0,0,0,0,277,20935,0,0
PAS,OTHMAN AZIZ,9899,0,0,2004-GE,2004,GE,KD,P5,N4,AYER HITAM,24939,89,9,0,2,0,0,0,0,0,277,20935,0,0
BERSATU,HALIMATON SHAADIAH BINTI SAAD,11027,HAJAH HALIMATON SHAADIAH BINTI SAAD,2153,2018-GE,2018,GE,KD,P6,N5,BUKIT KAYU HITAM,32614,89,7,2,2,0,0,0,1403,2,0,0,0,0
UMNO,AHMAD ZAINI BIN JAPAR,8874,DATO' HAJI AHMAD ZAINI JAPAR,0,2018-GE,2018,GE,KD,P6,N5,BUKIT KAYU HITAM,32614,89,7,2,2,0,0,0,1403,2,0,0,0,0
PAS,HABSHAH BINTI BAKAR,6528,HABSHAH BINTI BAKAR,0,2018-GE,2018,GE,KD,P6,N5,BUKIT KAYU HITAM,32614,89,7,2,2,0,0,0,1403,2,0,0,0,0
UMNO,AHMAD ZAINI BIN JAPAR,16454,0,7873,2013-GE,2013,GE,KD,P6,N5,BUKIT KAYU HITAM,29228,89,8,2,1,0,0,0,0,0,487,25522,0,0
PKR,NASRUL OMAR BIN CHE MANSOR,8581,0,0,2013-GE,2013,GE,KD,P6,N5,BUKIT KAYU HITAM,29228,89,8,2,1,0,0,0,0,0,487,25522,0,0
UMNO,DATUK AHMAD ZAINI JAPAR,13219,0,6995,2008-GE,2008,GE,KD,P6,N5,BUKIT KAYU HITAM,24992,96,2,1,1,0,0,0,0,0,523,19966,0,0
PKR,CHE ON YUSUF,6224,0,0,2008-GE,2008,GE,KD,P6,N5,BUKIT KAYU HITAM,24992,96,2,1,1,0,0,0,0,0,523,19966,0,0
UMNO,KHALIDAH ABIDAH AYOB,12945,0,6972,2004-GE,2004,GE,KD,P6,N5,BUKIT KAYU HITAM,23463,88,9,2,1,0,0,0,0,0,395,20333,1020,0
PAS,NANYAN SAAD,5973,0,0,2004-GE,2004,GE,KD,P6,N5,BUKIT KAYU HITAM,23463,88,9,2,1,0,0,0,0,0,395,20333,1020,0
BERSATU,MUKHRIZ MAHATHIR,18852,DATO' SERI HJ MUKHRIZ TUN MAHATHIR,10849,2018-GE,2018,GE,KD,P6,N6,JITRA,41267,84,10,5,1,0,0,0,1247,16,0,0,0,0
UMNO,AMINUDDIN BIN OMAR,8003,DATO AMINUDDIN BIN OMAR (PAK TAM),0,2018-GE,2018,GE,KD,P6,N6,JITRA,41267,84,10,5,1,0,0,0,1247,16,0,0,0,0
PAS,ZULHAZMI BIN OSMAN,7064,ZULHAZMI BIN OSMAN,0,2018-GE,2018,GE,KD,P6,N6,JITRA,41267,84,10,5,1,0,0,0,1247,16,0,0,0,0
UMNO,AMINUDDIN BIN OMAR,17094,0,3056,2013-GE,2013,GE,KD,P6,N6,JITRA,36322,83,11,5,1,0,0,0,0,0,394,31526,0,0
PAS,ROHANI BINTI ABD MUTTALIB,14038,0,0,2013-GE,2013,GE,KD,P6,N6,JITRA,36322,83,11,5,1,0,0,0,0,0,394,31526,0,0
UMNO,DATUK SAAD MAN,12065,0,2258,2008-GE,2008,GE,KD,P6,N6,JITRA,28331,96,3,2,0,0,0,0,0,0,373,22245,0,0
PAS,DR ROHANI ABD MUTALLIB,9807,0,0,2008-GE,2008,GE,KD,P6,N6,JITRA,28331,96,3,2,0,0,0,0,0,0,373,22245,0,0
UMNO,PROF DATUK DR OTHMAN ISHAK,13297,0,5756,2004-GE,2004,GE,KD,P6,N6,JITRA,26131,81,12,6,1,0,0,0,0,0,372,21269,59,0
PAS,DR ROHANI ABDUL MUTTALIB,7541,0,0,2004-GE,2004,GE,KD,P6,N6,JITRA,26131,81,12,6,1,0,0,0,0,0,372,21269,59,0
PAS,MOHAMAD YUSOFF BIN ZAKARIA,9118,HJ MUNIR BIN HJ ZAKARIA,1619,2018-GE,2018,GE,KD,P7,N7,KUALA NERANG,24094,97,2,0,1,0,0,0,219,3,0,0,0,0
UMNO,BADROL HISHAM BIN HASHIM,7499,DATO' HJ BADROL HISHAM BIN HASHIM,0,2018-GE,2018,GE,KD,P7,N7,KUALA NERANG,24094,97,2,0,1,0,0,0,219,3,0,0,0,0
BERSATU,SYED FADZIL BIN SYED EMBUN,3376,PAK TUAN SYED FADZIL,0,2018-GE,2018,GE,KD,P7,N7,KUALA NERANG,24094,97,2,0,1,0,0,0,219,3,0,0,0,0
UMNO,BADROL HISHAM BIN HASHIM,10363,0,1997,2013-GE,2013,GE,KD,P7,N7,KUALA NERANG,21651,97,2,0,1,0,0,0,0,0,380,19344,0,0
PAS,SYED IBRAHIM BIN SYED OMAR,8366,0,0,2013-GE,2013,GE,KD,P7,N7,KUALA NERANG,21651,97,2,0,1,0,0,0,0,0,380,19344,0,0
IND,AHMAD BIN MADDAUD,235,0,0,2013-GE,2013,GE,KD,P7,N7,KUALA NERANG,21651,97,2,0,1,0,0,0,0,0,380,19344,0,0
UMNO,DATUK SYED SOBRI SYED HASHIM,7856,0,805,2008-GE,2008,GE,KD,P7,N7,KUALA NERANG,18037,97,2,0,1,0,0,0,0,0,309,15245,29,0
PAS,ZAWAWI AHMAD,7051,0,0,2008-GE,2008,GE,KD,P7,N7,KUALA NERANG,18037,97,2,0,1,0,0,0,0,0,309,15245,29,0
UMNO,DATUK DR AFFIFUDDIN OMAR,7746,0,1310,2004-GE,2004,GE,KD,P7,N7,KUALA NERANG,16766,96,2,1,1,0,0,0,0,0,244,14426,6,0
PAS,MUHD YUSOFF @MUNIR B ZAKARIA,6436,0,0,2004-GE,2004,GE,KD,P7,N7,KUALA NERANG,16766,96,2,1,1,0,0,0,0,0,244,14426,6,0
PAS,MOHD RADZI BIN MD AMIN,8164,HJ MOHD RADZI BIN MD AMIN,670,2018-GE,2018,GE,KD,P7,N8,PEDU,22550,87,1,0,12,0,0,0,29,2,0,0,0,0
UMNO,KAMA NORIAH BINTI IBRAHIM,7494,KAMA NORIAH BINTI IBRAHIM,0,2018-GE,2018,GE,KD,P7,N8,PEDU,22550,87,1,0,12,0,0,0,29,2,0,0,0,0
PKR,HASHIM BIN IDRIS,3272,HASHIM BIN IDRIS,0,2018-GE,2018,GE,KD,P7,N8,PEDU,22550,87,1,0,12,0,0,0,29,2,0,0,0,0
UMNO,KAMA NORIAH BINTI IBRAHIM,10522,0,2960,2013-GE,2013,GE,KD,P7,N8,PEDU,20309,87,1,0,12,0,0,0,0,0,376,18460,0,0
PKR,ZAMRI BIN YUSUF,7562,0,0,2013-GE,2013,GE,KD,P7,N8,PEDU,20309,87,1,0,12,0,0,0,0,0,376,18460,0,0
UMNO,DATUK SERI MAHDZIR KHALID,8780,0,2733,2008-GE,2008,GE,KD,P7,N8,PEDU,17366,88,1,0,11,0,0,0,0,0,364,15200,9,0
PKR,ZAMRI YUSUF,6047,0,0,2008-GE,2008,GE,KD,P7,N8,PEDU,17366,88,1,0,11,0,0,0,0,0,364,15200,9,0
UMNO,DATUK MAHDZIR KHALID,7684,0,1899,2004-GE,2004,GE,KD,P7,N8,PEDU,15646,87,1,1,11,0,0,0,0,0,188,13657,0,0
PAS,WAN JAAFAR WAN AHMAD,5785,0,0,2004-GE,2004,GE,KD,P7,N8,PEDU,15646,87,1,1,11,0,0,0,0,0,188,13657,0,0
PAS,SALIM BIN MAHMOOD,9573,USTAZ SALIM MAHMOOD AL-HAFIZ,1285,2018-GE,2018,GE,KD,P8,N9,BUKIT LADA,30002,90,7,2,1,0,0,0,12,1,0,0,0,0
UMNO,ARIFFIN BIN MAN,8288,DATO' ARIFFIN BIN MAN,0,2018-GE,2018,GE,KD,P8,N9,BUKIT LADA,30002,90,7,2,1,0,0,0,12,1,0,0,0,0
BERSATU,MOHD AIZAD BIN ROSLAN,6337,MOHD AIZAD BIN ROSLAN,0,2018-GE,2018,GE,KD,P8,N9,BUKIT LADA,30002,90,7,2,1,0,0,0,12,1,0,0,0,0
BEBAS,MOHD ISMAIL BIN OTHMAN,444,DATO' HJ MOHD ISMAIL BIN HJ OTHMAN,0,2018-GE,2018,GE,KD,P8,N9,BUKIT LADA,30002,90,7,2,1,0,0,0,12,1,0,0,0,0
UMNO,AHMAD BIN SUDIN,12664,0,1324,2013-GE,2013,GE,KD,P8,N9,BUKIT LADA,27593,90,8,2,1,0,0,0,0,0,459,24463,0,0
PAS,AHMAD 'IZZAT BIN MOHAMAD SHAUK,11340,0,0,2013-GE,2013,GE,KD,P8,N9,BUKIT LADA,27593,90,8,2,1,0,0,0,0,0,459,24463,0,0
PAS,AHMAD IZZAT SHAUKI,9600,0,208,2008-GE,2008,GE,KD,P8,N9,BUKIT LADA,23365,89,8,2,1,0,0,0,0,0,395,19434,47,0
UMNO,DATUK ARIFFIN MAN,9392,0,0,2008-GE,2008,GE,KD,P8,N9,BUKIT LADA,23365,89,8,2,1,0,0,0,0,0,395,19434,47,0
UMNO,ARIFFIN MAN,10656,0,2769,2004-GE,2004,GE,KD,P8,N9,BUKIT LADA,22201,88,9,2,1,0,0,0,0,0,305,18848,0,0
PAS,SHIEKH ISMAIL KHAMIS,7887,0,0,2004-GE,2004,GE,KD,P8,N9,BUKIT LADA,22201,88,9,2,1,0,0,0,0,0,305,18848,0,0
PAS,ROMANI BIN WAN SALIN,10432,WAN ROMANI WAN SALIM,3212,2018-GE,2018,GE,KD,P8,N10,BUKIT PINANG,29041,93,5,1,1,0,0,0,2341,4,0,0,0,0
PKR,CHE MAT DZAHER BIN AHMAD,7220,DZAHER AHMAD,0,2018-GE,2018,GE,KD,P8,N10,BUKIT PINANG,29041,93,5,1,1,0,0,0,2341,4,0,0,0,0
UMNO,MOHAMMAD NAWAR BIN ARIFFIN,6289,DR MOHAMMAD NAWAR BIN ARIFFIN,0,2018-GE,2018,GE,KD,P8,N10,BUKIT PINANG,29041,93,5,1,1,0,0,0,2341,4,0,0,0,0
PAS,ROMANI BIN WAN SALIN,12152,0,1672,2013-GE,2013,GE,KD,P8,N10,BUKIT PINANG,26426,93,6,1,0,0,0,0,0,0,258,22890,0,0
UMNO,MOHD MUKHTAR BIN NOOR,10480,0,0,2013-GE,2013,GE,KD,P8,N10,BUKIT PINANG,26426,93,6,1,0,0,0,0,0,0,258,22890,0,0
PAS,MOHD ROHSIDI OSMAN,11307,0,3399,2008-GE,2008,GE,KD,P8,N10,BUKIT PINANG,24202,92,6,1,1,0,0,0,0,0,372,20101,514,0
UMNO,CHE OMAR SAAD,7908,0,0,2008-GE,2008,GE,KD,P8,N10,BUKIT PINANG,24202,92,6,1,1,0,0,0,0,0,372,20101,514,0
PAS,MD ROSHIDI OSMAN,9636,0,937,2004-GE,2004,GE,KD,P8,N10,BUKIT PINANG,22617,92,7,1,0,0,0,0,0,0,144,18479,0,0
UMNO,DATUK AHMAD LEBAI SUDIN,8699,0,0,2004-GE,2004,GE,KD,P8,N10,BUKIT PINANG,22617,92,7,1,0,0,0,0,0,0,144,18479,0,0
DAP,TAN KOK YEW,11232,TAN KOK YEW,5265,2018-GE,2018,GE,KD,P8,N11,DERGA,27849,60,35,4,1,0,0,0,930,16,0,0,0,0
PAS,YAHYA BIN SAAD @ JANAI,5967,TUAN HAJI YAHYA SAAD,0,2018-GE,2018,GE,KD,P8,N11,DERGA,27849,60,35,4,1,0,0,0,930,16,0,0,0,0
GERAKAN,CHEAH SOON HAI,4916,DR CHEAH SOON HAI,0,2018-GE,2018,GE,KD,P8,N11,DERGA,27849,60,35,4,1,0,0,0,930,16,0,0,0,0
DAP,TAN KOK YEW,10358,0,1156,2013-GE,2013,GE,KD,P8,N11,DERGA,26695,56,39,4,1,0,0,0,0,0,332,21953,0,0
GERAKAN,CHEAH SOON HAI,9202,0,0,2013-GE,2013,GE,KD,P8,N11,DERGA,26695,56,39,4,1,0,0,0,0,0,332,21953,0,0
BERJASA,ABDUL FISOL BIN MOHD ISA,2061,0,0,2013-GE,2013,GE,KD,P8,N11,DERGA,26695,56,39,4,1,0,0,0,0,0,332,21953,0,0
GERAKAN,DR CHEAH SOON HAI,6516,0,163,2008-GE,2008,GE,KD,P8,N11,DERGA,22064,55,40,4,1,0,0,0,0,0,740,15783,79,0
PKR,CHEUNG KHAI YAN,6353,0,0,2008-GE,2008,GE,KD,P8,N11,DERGA,22064,55,40,4,1,0,0,0,0,0,740,15783,79,0
DAP,TEOH TEIK GUAN,2095,0,0,2008-GE,2008,GE,KD,P8,N11,DERGA,22064,55,40,4,1,0,0,0,0,0,740,15783,79,0
GERAKAN,CHEUNG KHAI YEUN,10827,0,6162,2004-GE,2004,GE,KD,P8,N11,DERGA,21254,53,42,5,0,0,0,0,0,0,185,15677,0,0
PKR,ROHANI BAKAR,4665,0,0,2004-GE,2004,GE,KD,P8,N11,DERGA,21254,53,42,5,0,0,0,0,0,0,185,15677,0,0
PKR,ZAMRI BIN YUSUF,13301,ZAMRI YUSUF,6251,2018-GE,2018,GE,KD,P9,N12,SUKA MENANTI,31305,74,22,4,0,0,0,0,0,13,0,0,0,0
UMNO,AHMAD BASHAH BIN MD HANIPAH,7050,AHMAD BASHAH BIN MD HANIPAH,0,2018-GE,2018,GE,KD,P9,N12,SUKA MENANTI,31305,74,22,4,0,0,0,0,0,13,0,0,0,0
PAS,MOHD SABRI BIN OMAR,4580,MOHD SABRI BIN OMAR,0,2018-GE,2018,GE,KD,P9,N12,SUKA MENANTI,31305,74,22,4,0,0,0,0,0,13,0,0,0,0
UMNO,AHMAD BASHAH BIN MD HANIPAH,11999,0,895,2013-GE,2013,GE,KD,P9,N12,BAKAR BATA,28186,68,27,5,0,0,0,0,0,0,363,23658,0,0
PKR,MOHD EEKMAL BIN AHMAD,11104,0,0,2013-GE,2013,GE,KD,P9,N12,BAKAR BATA,28186,68,27,5,0,0,0,0,0,0,363,23658,0,0
BERSAMA,JAWAHAR RAJA BIN ABDUL WAHID,192,0,0,2013-GE,2013,GE,KD,P9,N12,BAKAR BATA,28186,68,27,5,0,0,0,0,0,0,363,23658,0,0
UMNO,DATUK PADUKA AHMAD BASHAH MD HANIPAH,8232,0,358,2008-GE,2008,GE,KD,P9,N12,BAKAR BATA,22695,68,27,5,0,0,0,0,0,0,240,16395,49,0
PKR,ROHANI BAKAR,7874,0,0,2008-GE,2008,GE,KD,P9,N12,BAKAR BATA,22695,68,27,5,0,0,0,0,0,0,240,16395,49,0
UMNO,DATUK AHMAD BASHAH MD HANIPAH,11091,0,6037,2004-GE,2004,GE,KD,P9,N12,BAKAR BATA,21617,65,28,6,0,0,0,0,0,0,191,16336,33,0
PAS,DR ISMAIL SALLEH,5054,0,0,2004-GE,2004,GE,KD,P9,N12,BAKAR BATA,21617,65,28,6,0,0,0,0,0,0,191,16336,33,0
DAP,TEH SWEE LEONG,11737,TEH SWEE LEONG,8468,2018-GE,2018,GE,KD,P9,N13,KOTA DARUL AMAN,21835,33,60,7,1,0,0,0,696,7,0,0,0,0
MCA,TAN ENG HWA,3269,TAN ENG HWA,0,2018-GE,2018,GE,KD,P9,N13,KOTA DARUL AMAN,21835,33,60,7,1,0,0,0,696,7,0,0,0,0
PAS,ZULKIFLI BIN CHE HARON,1732,HAJI ZULKIFLI BIN CHE HARON,0,2018-GE,2018,GE,KD,P9,N13,KOTA DARUL AMAN,21835,33,60,7,1,0,0,0,696,7,0,0,0,0
PRM,TAN KANG YAP,32,TAN KANG YAP,0,2018-GE,2018,GE,KD,P9,N13,KOTA DARUL AMAN,21835,33,60,7,1,0,0,0,696,7,0,0,0,0
DAP,TEOH BOON KOK @ TEOH KAI KOK,7387,0,2626,2013-GE,2013,GE,KD,P9,N13,KOTA DARULAMAN,15466,31,62,7,1,0,0,0,0,0,202,12416,0,0
MCA,LOH GIM HOOI,4761,0,0,2013-GE,2013,GE,KD,P9,N13,KOTA DARULAMAN,15466,31,62,7,1,0,0,0,0,0,202,12416,0,0
IND,LIEW KARD SEONG,39,0,0,2013-GE,2013,GE,KD,P9,N13,KOTA DARULAMAN,15466,31,62,7,1,0,0,0,0,0,202,12416,0,0
IND,JAYAGOPAL A/L ADAIKKALAM,27,0,0,2013-GE,2013,GE,KD,P9,N13,KOTA DARULAMAN,15466,31,62,7,1,0,0,0,0,0,202,12416,0,0
DAP,LEE GUAN AIK,5415,0,804,2008-GE,2008,GE,KD,P9,N13,KOTA DARULAMAN,15087,34,60,6,1,0,0,0,0,0,280,10355,49,0
MCA,DATUK CHONG ITT CHEW,4611,0,0,2008-GE,2008,GE,KD,P9,N13,KOTA DARULAMAN,15087,34,60,6,1,0,0,0,0,0,280,10355,49,0
MCA,DATUK CHONG ITT CHEW,9094,0,7218,2004-GE,2004,GE,KD,P9,N13,KOTA DARULAMAN,16207,29,64,7,0,0,0,0,0,0,235,11205,27,0
PKR,YAP SHUI FAH,1876,0,0,2004-GE,2004,GE,KD,P9,N13,KOTA DARULAMAN,16207,29,64,7,0,0,0,0,0,0,235,11205,27,0
AMANAH,PHAHROLRAZI  BIN MOHD ZAWAWI,8840,DATO' HJ PHAHROLRAZI ZAWAWI,1876,2018-GE,2018,GE,KD,P9,N14,ALOR MENGKUDU,27132,77,20,3,0,0,0,0,0,6,0,0,0,0
PAS,AHMAD BIN SAAD @ YAHAYA,6964,USTAZ AHMAD YAHAYA,0,2018-GE,2018,GE,KD,P9,N14,ALOR MENGKUDU,27132,77,20,3,0,0,0,0,0,6,0,0,0,0
UMNO,ABDUL MALIK BIN SAAD,6434,ABDUL MALIK BIN SAAD,0,2018-GE,2018,GE,KD,P9,N14,ALOR MENGKUDU,27132,77,20,3,0,0,0,0,0,6,0,0,0,0
PAS,AHMAD BIN SAAD @ YAHAYA,11453,0,1865,2013-GE,2013,GE,KD,P9,N14,ALOR MENGKUDU,25357,73,24,3,0,0,0,0,0,0,273,21639,0,0
UMNO,SHARIFAH MAZNAH BT SYED KASSIM BARAKBAH,9588,0,0,2013-GE,2013,GE,KD,P9,N14,ALOR MENGKUDU,25357,73,24,3,0,0,0,0,0,0,273,21639,0,0
IND,FADZIL BIN HANAFI,325,0,0,2013-GE,2013,GE,KD,P9,N14,ALOR MENGKUDU,25357,73,24,3,0,0,0,0,0,0,273,21639,0,0
PAS,DR ISMAIL SALLEH,9208,0,2247,2008-GE,2008,GE,KD,P9,N14,ALOR MENGKUDU,21175,75,23,3,0,0,0,0,0,0,251,16460,40,0
UMNO,MAZLAN ABD RAHMAN,6961,0,0,2008-GE,2008,GE,KD,P9,N14,ALOR MENGKUDU,21175,75,23,3,0,0,0,0,0,0,251,16460,40,0
UMNO,FADZIL HANAFI,9095,0,2827,2004-GE,2004,GE,KD,P9,N14,ALOR MENGKUDU,19489,75,21,3,0,0,0,0,0,0,182,15545,0,0
PAS,MOHAMED SABU,6268,0,0,2004-GE,2004,GE,KD,P9,N14,ALOR MENGKUDU,19489,75,21,3,0,0,0,0,0,0,182,15545,0,0
BERSATU,AMIRUDDIN BIN HAMZAH,9810,DATO' AMIRUDDIN HAMZAH,1579,2018-GE,2018,GE,KD,P10,N15,ANAK BUKIT,28223,89,10,1,0,0,0,0,32,3,0,0,0,0
PAS,HAMDI BIN ISHAK,8231,HAMDI HAJI ISHAK,0,2018-GE,2018,GE,KD,P10,N15,ANAK BUKIT,28223,89,10,1,0,0,0,0,32,3,0,0,0,0
UMNO,JOHARI BIN AZIZ,5200,JOHARI BIN AZIZ,0,2018-GE,2018,GE,KD,P10,N15,ANAK BUKIT,28223,89,10,1,0,0,0,0,32,3,0,0,0,0
PAS,AMIRUDDIN BIN HAMZAH,13822,0,2806,2013-GE,2013,GE,KD,P10,N15,ANAK BUKIT,28981,88,11,1,0,0,0,0,0,0,291,25214,0,0
UMNO,HASHIM BIN JAHAYA,11016,0,0,2013-GE,2013,GE,KD,P10,N15,ANAK BUKIT,28981,88,11,1,0,0,0,0,0,0,291,25214,0,0
IND,ABD SAMAT BIN CHE NOH,85,0,0,2013-GE,2013,GE,KD,P10,N15,ANAK BUKIT,28981,88,11,1,0,0,0,0,0,0,291,25214,0,0
PAS,AMIRUDDIN HAMZAH,12493,0,3806,2008-GE,2008,GE,KD,P10,N15,ANAK BUKIT,26217,89,10,1,0,0,0,0,0,0,697,21877,0,0
UMNO,HARIS FADZILAH HUSAIN,8687,0,0,2008-GE,2008,GE,KD,P10,N15,ANAK BUKIT,26217,89,10,1,0,0,0,0,0,0,697,21877,0,0
PAS,AMIRUDDIN HAMZAH,10240,0,96,2004-GE,2004,GE,KD,P10,N15,ANAK BUKIT,24523,87,11,2,0,0,0,0,0,0,219,20603,38,0
UMNO,ABDUL MUTHALIB HARUN,10144,0,0,2004-GE,2004,GE,KD,P10,N15,ANAK BUKIT,24523,87,11,2,0,0,0,0,0,0,219,20603,38,0
PKR,MOHD ASMIRUL ANUAR BIN ARIS,14004,ASMIRUL ANUAR B ARIS,6535,2018-GE,2018,GE,KD,P10,N16,KUBANG ROTAN,36253,72,26,1,0,0,0,0,25,6,0,0,0,0
UMNO,ABDUL MUTHALIB BIN HARUN,7469,ABDUL MUTHALIB BIN HARUN,0,2018-GE,2018,GE,KD,P10,N16,KUBANG ROTAN,36253,72,26,1,0,0,0,0,25,6,0,0,0,0
PAS,OMAR BIN SAAD,7303,USTAZ OMAR BIN SAAD,0,2018-GE,2018,GE,KD,P10,N16,KUBANG ROTAN,36253,72,26,1,0,0,0,0,25,6,0,0,0,0
PAS,MOHD NASIR BIN MUSTAFA,15013,0,1044,2013-GE,2013,GE,KD,P10,N16,KUBANG ROTAN,34559,71,27,1,0,0,0,0,0,0,335,29317,0,0
UMNO,LATT SHARIMAN BIN ABDULLAH,13969,0,0,2013-GE,2013,GE,KD,P10,N16,KUBANG ROTAN,34559,71,27,1,0,0,0,0,0,0,335,29317,0,0
PAS,MOHD NASIR MUSTAFA,11550,0,1387,2008-GE,2008,GE,KD,P10,N16,KUBANG ROTAN,28817,71,27,1,0,0,0,0,0,0,335,22050,2,0
UMNO,NORDIN SALLEH,10163,0,0,2008-GE,2008,GE,KD,P10,N16,KUBANG ROTAN,28817,71,27,1,0,0,0,0,0,0,335,22050,2,0
UMNO,DATUK SERI SYED RAZAK SYED ZAIN,14468,0,7941,2004-GE,2004,GE,KD,P10,N16,KUBANG ROTAN,27329,69,29,2,0,0,0,0,0,0,389,21384,31,0
PKR,SAIFUDDIN NASUTION ISMAIL,6527,0,0,2004-GE,2004,GE,KD,P10,N16,KUBANG ROTAN,27329,69,29,2,0,0,0,0,0,0,389,21384,31,0
AMANAH,ISMAIL BIN SALLEH,11578,DATO' DR ISMAIL SALLEH,2490,2018-GE,2018,GE,KD,P10,N17,PENGKALAN KUNDOR,33277,76,23,1,0,0,0,0,12,5,0,0,0,0
PAS,AHMAD FAKHRUDDIN BIN FAKHRURAZI,9088,USTAZ DR AHMAD FAKHRUDDIN BIN FAKHRURAZI,0,2018-GE,2018,GE,KD,P10,N17,PENGKALAN KUNDOR,33277,76,23,1,0,0,0,0,12,5,0,0,0,0
